,paper_id,all_content,only_nouns,keywords,all_content_sentences
10,157,"['automat', 'extract', 'eye', 'mouth', 'field', 'face', 'imag', 'use', 'eigenfeatur', 'ensembl', 'network', 'paper', 'present', 'novel', 'algorithm', 'extract', 'eye', 'mouth', 'facial', 'featur', 'field', 'gray', 'level', 'imag', 'eigenfeatur', 'deriv', 'eigenvalu', 'eigenvector', 'binari', 'edg', 'data', 'set', 'construct', 'eye', 'mouth', 'field', 'eigenfeatur', 'ideal', 'featur', 'fine', 'locat', 'field', 'effici', 'eigenfeatur', 'extract', 'set', 'posit', 'neg', 'train', 'sampl', 'facial', 'featur', 'use', 'train', 'multilay', 'perceptron', 'mlp', 'output', 'indic', 'degre', 'particular', 'imag', 'window', 'contain', 'eye', 'mouth', 'ensembl', 'network', 'consist', 'multitud', 'independ', 'mlp', 'use', 'enhanc', 'gener', 'perform', 'singl', 'mlp', 'experiment', 'verifi', 'propos', 'algorithm', 'robust', 'facial', 'size', 'slight', 'variat', 'pose']","['automat', 'extract', 'eye', 'mouth', 'field', 'imag', 'eigenfeatur', 'ensembl', 'network', 'paper', 'present', 'novel', 'algorithm', 'extract', 'eye', 'mouth', 'facial', 'featur', 'field', 'gray', 'level', 'imag', 'eigenvalu', 'eigenvector', 'edg', 'data', 'eye', 'mouth', 'field', 'ideal', 'featur', 'field', 'eigenfeatur', 'posit', 'neg', 'train', 'sampl', 'facial', 'featur', 'multilay', 'perceptron', 'mlp', 'output', 'degre', 'particular', 'imag', 'window', 'eye', 'ensembl', 'network', 'multitud', 'independ', 'mlp', 'enhanc', 'gener', 'perform', 'singl', 'mlp', 'robust', 'facial', 'size', 'slight', 'variat']","['2d', 'gray', 'field', 'gener', 'eye', 'face', 'mouth', 'set', 'binari', 'multilay', 'sampl', 'perceptron', 'extract', 'eigenvector', 'eigenvalu', 'featur', 'neural', 'train', 'level', 'data', 'network', 'edg', 'eigenfeatur', 'imag', 'experi', 'ensembl']","automatic extraction of eye and mouth fields from a face image using eigenfeatures and ensemble networks this paper presents a novel algorithm for the extraction of the eye and mouth facial features fields from 2d gray level images
eigenfeatures are derived from the eigenvalues and eigenvectors of the binary edge data set constructed from eye and mouth fields
such eigenfeatures are ideal features for finely locating fields efficiently
the eigenfeatures are extracted from a set of the positive and negative training samples for facial features and are used to train a multilayer perceptron mlp whose output indicates the degree to which a particular image window contains the eyes or the mouth within itself
an ensemble network consisting of a multitude of independent mlps was used to enhance the generalization performance of a single mlp
it was experimentally verified that the proposed algorithm is robust against facial size and even slight variations of the pose"
11,1520,"['uniform', 'hyperbol', 'polynomi', 'spline', 'curv', 'paper', 'present', 'new', 'kind', 'uniform', 'spline', 'call', 'hyperbol', 'polynomi', 'spline', 'gener', 'space', 'omega', 'span', 'sinh', 'cosh', 'sup', 'sup', 'sup', 'arbitrari', 'integ', 'larger', 'equal', 'hyperbol', 'polynomi', 'spline', 'share', 'properti', 'spline', 'polynomi', 'space', 'subdivis', 'formula', 'new', 'kind', 'curv', 'prove', 'variat', 'diminish', 'properti', 'control', 'polygon', 'subdivis', 'converg', 'hyperbol', 'polynomi', 'spline', 'handl', 'freeform', 'curv', 'remark', 'curv', 'hyperbola', 'catenari', 'gener', 'tensor', 'product', 'surfac', 'use', 'new', 'spline', 'straightforward', 'exampl', 'tensor', 'product', 'surfac', 'saddl', 'surfac', 'catenari', 'cylind', 'certain', 'kind', 'rule', 'surfac', 'given']","['uniform', 'hyperbol', 'polynomi', 'spline', 'curv', 'paper', 'new', 'kind', 'uniform', 'spline', 'hyperbol', 'polynomi', 'spline', 'space', 'span', 'sinh', 'cosh', 'sup', 'sup', 'sup', 'arbitrari', 'integ', 'larger', 'equal', 'hyperbol', 'polynomi', 'spline', 'share', 'properti', 'polynomi', 'space', 'subdivis', 'new', 'kind', 'curv', 'prove', 'variat', 'properti', 'polygon', 'subdivis', 'hyperbol', 'polynomi', 'spline', 'freeform', 'curv', 'remark', 'curv', 'catenari', 'gener', 'tensor', 'product', 'surfac', 'new', 'spline', 'straightforward', 'exampl', 'product', 'surfac', 'saddl', 'surfac', 'catenari', 'cylind', 'certain', 'kind', 'surfac']","['freeform', 'subdivis', 'tensor', 'integ', 'hyperbol', 'surfac', 'polygon', 'product', 'rule', 'curv', 'uniform', 'b', 'spline', 'saddl', 'formula', 'control', 'catenari', 'arbitrari', 'gener', 'subdivis', 'cylind', 'polynomi', 'hyperbola']","uniform hyperbolic polynomial b spline curves this paper presents a new kind of uniform splines called hyperbolic polynomial b splines generated over the space omega span sinh t cosh t t sup k 3 t sup k 3 t sup k 4 t 1 in which k is an arbitrary integer larger than or equal to 3
hyperbolic polynomial b splines share most of the properties of b splines in polynomial space
we give subdivision formulae for this new kind of curve and then prove that they have variation diminishing properties and the control polygons of the subdivisions converge
hyperbolic polynomial b splines can handle freeform curves as well as remarkable curves such as the hyperbola and the catenary
the generation of tensor product surfaces using these new splines is straightforward
examples of such tensor product surfaces the saddle surface the catenary cylinder and a certain kind of ruled surface are given"
12,1509,"['mathemat', 'model', 'work', 'well', 'layer', 'exponenti', 'law', 'permeabl', 'variat', 'mobil', 'liquid', 'interfac', 'construct', 'studi', 'dimension', 'model', 'work', 'well', 'layer', 'mobil', 'boundari', 'liquid', 'variou', 'viscos', 'use', 'plunger', 'displac', 'model', 'liquid', 'boundari', 'filtrat', 'region', 'liquid', 'model', 'curv', 'lyapunov', 'class', 'unlik', 'familiar', 'work', 'solv', 'dimenson', 'problem', 'inhomogen', 'layer', 'mobil', 'boundari', 'boundari', 'filtrat', 'region', 'model', 'curv', 'lyapunov', 'class', 'practic', 'converg', 'numer', 'solut', 'problem', 'studi']","['mathemat', 'model', 'work', 'well', 'exponenti', 'law', 'permeabl', 'variat', 'liquid', 'interfac', 'construct', 'studi', 'dimension', 'model', 'work', 'well', 'mobil', 'boundari', 'liquid', 'variou', 'viscos', 'use', 'plunger', 'displac', 'model', 'liquid', 'boundari', 'filtrat', 'region', 'liquid', 'curv', 'lyapunov', 'class', 'familiar', 'work', 'dimenson', 'problem', 'inhomogen', 'layer', 'mobil', 'boundari', 'boundari', 'filtrat', 'region', 'curv', 'lyapunov', 'class', 'practic', 'converg', 'numer', 'solut', 'problem']","['2d', 'displac', 'plunger', 'filtrat', 'class', 'mathemat', 'inhomogen', 'boundari', 'model', 'liquid', 'region', 'viscos', 'curv', 'law', 'lyapunov', 'numer', 'model', 'permeabl', 'exponenti', 'converg', 'layer', 'solut', 'boundari', 'mobil', 'work', 'interfac', 'variat']","mathematical modelling of the work of the system of wells in a layer with the exponential law of permeability variation and the mobile liquid interface we construct and study a two dimensional model of the work of the system of wells in a layer with the mobile boundary between liquids of various viscosity
we use a plunger displacement model of liquids
the boundaries of the filtration region of these liquids are modelled by curves of the lyapunov class
unlike familiar work we solve two dimensonal problems in an inhomogeneous layer when the mobile boundary and the boundaries of the filtration region are modelled by curves of the lyapunov class
we show the practical convergence of the numerical solution of the problems studied"
13,1621,"['current', 'mode', 'fulli', 'programm', 'piec', 'wise', 'linear', 'block', 'neuro', 'fuzzi', 'applic', 'new', 'method', 'implement', 'arbitrari', 'piec', 'wise', 'linear', 'characterist', 'current', 'mode', 'present', 'break', 'point', 'slope', 'separ', 'control', 'exampl', 'block', 'implement', 'shape', 'piec', 'wise', 'linear', 'design', 'shape', 'block', 'oper', 'subthreshold', 'region', 'use', 'transistor', 'characterist', 'make', 'especi', 'suitabl', 'larg', 'array', 'neuro', 'fuzzi', 'system', 'number', 'transistor', 'power', 'consumpt', 'cell', 'import', 'concern', 'prototyp', 'block', 'fabric', 'cmo', 'technolog', 'function', 'programm', 'circuit', 'verifi', 'experiment', 'result']","['current', 'mode', 'programm', 'piec', 'wise', 'linear', 'block', 'neuro', 'fuzzi', 'applic', 'new', 'method', 'implement', 'arbitrari', 'piec', 'wise', 'linear', 'characterist', 'current', 'mode', 'point', 'control', 'exampl', 'block', 'implement', 'piec', 'wise', 'linear', 'shape', 'block', 'subthreshold', 'region', 'transistor', 'characterist', 'suitabl', 'larg', 'array', 'fuzzi', 'system', 'number', 'transistor', 'power', 'consumpt', 'cell', 'import', 'concern', 'prototyp', 'block', 'cmo', 'technolog', 'function', 'programm', 'circuit', 'experiment', 'result']","['vlsi', 'characterist', 'piec', 'wise', 'linear', '0.35', 'subthreshold', 'region', 'linear', 'control', 'neuro', 'system', 'n', 'current', 'consumpt', 'point', 'mode', 'fuzzi', 'cmo', 'arbitrari', 'micron', 'power', 'shape', 'break', 'separ']","current mode fully programmable piece wise linear block for neuro fuzzy applications a new method to implement an arbitrary piece wise linear characteristic in current mode is presented
each of the breaking points and each slope is separately controllable
as an example a block that implements an n shaped piece wise linearity has been designed
the n shaped block operates in the subthreshold region and uses only ten transistors
these characteristics make it especially suitable for large arrays of neuro fuzzy systems where the number of transistors and power consumption per cell is an important concern
a prototype of this block has been fabricated in a 0 35 mu m cmos technology
the functionality and programmability of this circuit has been verified through experimental results"
14,1865,"['globalis', 'function', 'function', 'recent', 'emerg', 'peripher', 'aspect', 'financ', 'depart', 'centr', 'critic', 'organis', 'chang', 'increas', 'depend', 'activ', 'system', 'extend', 'support', 'intern', 'effici', 'organis', 'augment', 'global', 'perform', 'growth', 'wide', 'local', 'network', 'result', 'commun', 'possibl', 'possibl', 'year', 'ago', 'commerc', 'challeng', 'achiev', 'function', 'promin', 'globalis', 'modern', 'organis', 'complex', 'divers', 'electron', 'exchang', 'document', 'hackney', '2000', 'number', 'impact', 'develop', 'implement', 'solut', 'organis', 'involv', 'intern', 'trade', 'conjectur', 'function', 'critic', 'import', 'align', 'busi', 'meet', 'demand', 'global', 'competit', 'build', 'intern', 'market', 'strategi', 'creat', 'knowledg', 'base', 'commun', 'clear', 'evid', 'lead', 'improv', 'busi', 'perform', 'potenti', 'sustain', 'competit', 'advantag', 'obvious', 'true', 'advent', 'new', 'emerg', 'technolog', 'internet']","['globalis', 'function', 'function', 'peripher', 'aspect', 'financ', 'depart', 'centr', 'critic', 'organis', 'chang', 'depend', 'activ', 'system', 'intern', 'effici', 'organis', 'global', 'perform', 'growth', 'wide', 'local', 'network', 'commun', 'possibl', 'possibl', 'year', 'commerc', 'achiev', 'function', 'promin', 'globalis', 'modern', 'organis', 'complex', 'divers', 'electron', 'exchang', 'hackney', 'number', 'impact', 'develop', 'implement', 'solut', 'organis', 'intern', 'trade', 'conjectur', 'function', 'import', 'align', 'busi', 'meet', 'demand', 'global', 'competit', 'intern', 'market', 'strategi', 'knowledg', 'commun', 'clear', 'evid', 'lead', 'busi', 'perform', 'competit', 'advantag', 'true', 'advent', 'new', 'technolog', 'internet']","['commerc', 'network', 'wide', 'internet', 'trade', 'intern', 'is/it', 'commun', 'base', 'exchang', 'market', 'globalis', 'function', 'electron', 'intern', 'knowledg', 'strategi', 'local', 'area', 'e']","towards the globalisation of the is it function the is it function has recently emerged from the peripheral aspects of the finance department to the centre of critical organisational change
there is an increasing dependency on its activities as systems extend beyond supporting the internal efficiency of the organisation to augmenting global performance
the growth of wide and local networks has resulted in communication possibilities that were possible a few years ago
e commerce challenges the achievements of the is it function and is very prominent in the globalisation of modern organisations
the complexity and diversity of electronic exchange is also well documented hackney et al 2000
this has a number of impacts on the development and implementation of is it solutions for organisations involved in international trade
it is a conjecture that the is it function is critically important for the alignment of the business to meet the demands of global competition through building internal marketing strategies and creating knowledge based communities
there is clear evidence that is it can lead to improved business performance and potentially for sustained competitive advantage
this is obviously true through the advent of new and emerging technologies such as the internet"
15,1608,"['geometr', 'process', 'equival', 'model', 'multist', 'degen', 'paper', 'monoton', 'process', 'model', 'compon', 'degen', 'state', 'failur', 'state', 'work', 'state', 'studi', 'model', 'equival', 'geometr', 'process', 'model', 'state', 'compon', 'system', 'long', 'run', 'averag', 'cost', 'unit', 'time', 'optim', 'polici', 'furthermor', 'explicit', 'express', 'determin', 'optim', 'polici', 'deriv']","['geometr', 'process', 'equival', 'model', 'multist', 'degen', 'paper', 'monoton', 'process', 'model', 'compon', 'degen', 'state', 'state', 'state', 'model', 'equival', 'geometr', 'process', 'model', 'state', 'compon', 'system', 'long', 'run', 'averag', 'cost', 'unit', 'time', 'optim', 'polici', 'explicit', 'express', 'determin', 'optim', 'polici']","['process', 'equival', 'geometr', 'failur', 'averag', 'cost', 'compon', 'multist', 'renew', 'replac', 'long', 'model', 'reward', 'state', 'degen', 'monoton', 'state', 'work', 'run', 'polici', 'optim']","a geometric process equivalent model for a multistate degenerative system in this paper a monotone process model for a one component degenerative system with k 1 states k failure states and one working state is studied
we show that this model is equivalent to a geometric process gp model for a two state one component system such that both systems have the same long run average cost per unit time and the same optimal policy
furthermore an explicit expression for the determination of an optimal policy is derived"
16,1876,"['develop', 'casc', 'autom', 'theorem', 'prove', 'research', 'make', 'theoret', 'advanc', 'need', 'way', 'demonstr', 'advanc', 'realli', 'doe', 'gener', 'overal', 'posit', 'consequ', 'perform', 'necessari', 'evalu', 'set', 'problem', 'suffici', 'larg', 'divers', 'repres', 'intend', 'applic', 'area', 'small', 'step', 'evalu', 'commun', 'competit', 'cade', 'atp', 'competit', 'casc', 'run', 'annual', '1996', 'competit', 'difficult', 'design', 'organ', 'instanc', 'run', 'year', 'order', 'obtain', 'benefit', 'competit', 'thoroughli', 'organ', 'event', 'unambigu', 'motiv', 'design', 'necessari', 'issu', 'relev', 'casc', 'design', 'inevit', 'constraint', 'emerg', 'issu', 'choic', 'decis', 'paper', 'describ', 'evolut', 'casc', 'pay', 'particular', 'attent', 'design', 'design', 'chang', 'organ']","['develop', 'casc', 'theorem', 'research', 'theoret', 'advanc', 'way', 'demonstr', 'advanc', 'gener', 'posit', 'consequ', 'perform', 'necessari', 'evalu', 'problem', 'larg', 'divers', 'repres', 'applic', 'area', 'small', 'step', 'evalu', 'commun', 'competit', 'cade', 'atp', 'competit', 'casc', 'competit', 'difficult', 'design', 'instanc', 'year', 'order', 'benefit', 'competit', 'event', 'unambigu', 'design', 'necessari', 'issu', 'casc', 'design', 'inevit', 'constraint', 'issu', 'choic', 'decis', 'paper', 'evolut', 'casc', 'particular', 'attent', 'design', 'design', 'chang', 'organ']","['order', 'theorem', 'logic', 'deduct', 'competit', 'ai', 'casc', 'prove', 'evalu', 'intellig', 'classic', 'artifici', 'autom', 'atp', 'cade', 'perform']","the development of casc automated theorem proving researchers who make theoretical advances also need some way to demonstrate that an advance really does have general overall positive consequences for system performance
for this it is necessary to evaluate the system on a set of problems that is sufficiently large and diverse to be somehow representative of the intended application area as a whole
it is only a small step from system evaluation to a communal system competition
the cade atp system competition casc has been run annually since 1996
any competition is difficult to design and organize in the first instance and to then run over the years
in order to obtain the full benefits of a competition a thoroughly organized event with an unambiguous and motivated design is necessary
for some issues relevant to the casc design inevitable constraints have emerged
for other issues there have been several choices and decisions have had to be made
this paper describes the evolution of casc paying particular attention to its design design changes and organization"
17,1765,"['bandlimit', 'scale', 'function', 'paper', 'discuss', 'band', 'limit', 'scale', 'function', 'especi', 'singl', 'interv', 'band', 'case', 'interv', 'band', 'case', 'relationship', 'oversampl', 'properti', 'weakli', 'translat', 'invari', 'studi', 'end', 'propos', 'open', 'problem']","['scale', 'function', 'paper', 'limit', 'function', 'singl', 'interv', 'band', 'case', 'interv', 'band', 'case', 'relationship', 'properti', 'weakli', 'translat', 'invari', 'end', 'propos', 'open', 'problem']","['interv', 'properti', 'weakli', 'oversampl', 'scale', 'function', 'band', 'translat', 'invari', 'bandlimit', 'case']","on bandlimited scaling function this paper discusses band limited scaling function especially the single interval band case and three interval band cases
their relationship to oversampling property and weakly translation invariance are also studied
at the end we propose an open problem"
18,1770,"['new', 'develop', 'induct', 'learn', 'intellig', 'natur', 'artifici', 'characterist', 'knowledg', 'reason', 'learn', 'artifici', 'intellig', 'studi', 'aspect', 'artifici', 'system', 'briefli', 'say', 'knowledg', 'refer', 'world', 'model', 'reason', 'manipul', 'knowledg', 'learn', 'slightli', 'complex', 'interact', 'world', 'consequ', 'build', 'modifi', 'knowledg', 'process', 'self', 'build', 'self', 'modifi', 'known', 'learn', 'thesi', 'set', 'field', 'artifici', 'intellig', 'focus', 'learn', 'specif', 'deal', 'induct', 'learn', 'decis', 'tree']","['new', 'develop', 'induct', 'intellig', 'natur', 'artifici', 'characterist', 'artifici', 'intellig', 'studi', 'artifici', 'system', 'briefli', 'knowledg', 'refer', 'world', 'model', 'manipul', 'knowledg', 'complex', 'interact', 'world', 'consequ', 'build', 'modifi', 'process', 'self', 'learn', 'thesi', 'field', 'artifici', 'intellig', 'focus', 'deal', 'decis', 'tree']","['develop', 'intellig', 'learn', 'tree', 'intellig', 'knowledg', 'reason', 'artifici', 'new', 'induct', 'decis']","new developments in inductive learning any intelligent system whether natural or artificial must have three characteristics knowledge reasoning and learning
artificial intelligence ai studies these three aspects in artificial systems
briefly we could say that knowledge refers to the system s world model and reasoning to the manipulation of this knowledge
learning is slightly more complex the system interacts with the world and as a consequence it builds onto and modifies its knowledge
this process of self building and self modifying is known as learning
this thesis is set within the field of artificial intelligence and focuses on learning
more specifically it deals with the inductive learning of decision trees"
19,1834,"['formal', 'model', 'correct', 'cadastr', 'key', 'issu', 'cadastr', 'system', 'mainten', 'correct', 'correct', 'defin', 'proper', 'correspond', 'valid', 'legal', 'situat', 'content', 'cadastr', 'correspond', 'gener', 'difficult', 'achiev', 'cadastr', 'complet', 'represent', 'aspect', 'influenc', 'legal', 'situat', 'realiti', 'goal', 'paper', 'develop', 'formal', 'model', 'compris', 'represent', 'cadastr', 'realiti', 'allow', 'simul', 'investig', 'case', 'correspond', 'potenti', 'violat', 'purpos', 'model', 'consist', 'part', 'repres', 'valid', 'legal', 'situat', 'second', 'repres', 'cadastr', 'make', 'feasibl', 'mark', 'differ', 'realiti', 'cadastr', 'mark', 'part', 'model', 'facilit', 'discuss', 'issu', 'real', 'world', 'cadastr', 'system', 'incorrect', 'occur', 'order', 'develop', 'formal', 'model', 'paper', 'use', 'transfer', 'ownership', 'parcel', 'person', 'minim', 'case', 'studi', 'foundat', 'formal', 'modern', 'version', 'situat', 'calculu', 'focu', 'move', 'analysi', 'cadastr', 'prepar', 'conceptu', 'formal', 'model', 'implement', 'prototyp']","['formal', 'model', 'correct', 'cadastr', 'key', 'issu', 'cadastr', 'system', 'mainten', 'correct', 'correct', 'proper', 'correspond', 'valid', 'legal', 'situat', 'content', 'cadastr', 'correspond', 'difficult', 'cadastr', 'complet', 'represent', 'aspect', 'legal', 'situat', 'realiti', 'goal', 'paper', 'formal', 'model', 'represent', 'realiti', 'simul', 'investig', 'case', 'purpos', 'model', 'part', 'valid', 'legal', 'situat', 'second', 'cadastr', 'feasibl', 'mark', 'differ', 'realiti', 'part', 'model', 'facilit', 'discuss', 'issu', 'real', 'world', 'cadastr', 'system', 'incorrect', 'occur', 'order', 'formal', 'model', 'paper', 'ownership', 'parcel', 'person', 'minim', 'case', 'studi', 'foundat', 'formal', 'modern', 'version', 'situat', 'calculu', 'focu', 'move', 'cadastr', 'prepar', 'conceptu', 'model', 'implement', 'prototyp']","['formal', 'studi', 'formal', 'minim', 'correct', 'calculu', 'cadastr', 'system', 'mainten', 'cadastr', 'situat', 'transfer', 'ownership', 'model', 'legal', 'case']","a formal model of correctness in a cadastre a key issue for cadastral systems is the maintenance of their correctness
correctness is defined to be the proper correspondence between the valid legal situation and the content of the cadastre
this correspondence is generally difficult to achieve since the cadastre is a complete representation of all aspects influencing the legal situation in reality
the goal of the paper is to develop a formal model comprising representations of the cadastre and of reality that allows the simulation and investigation of cases where this correspondence is potentially violated
for this purpose the model consists of two parts the first part represents the valid legal situation and the second part represents the cadastre
this makes it feasible to mark the differences between reality and the cadastre
the marking together with the two parts of the model facilitate the discussion of issues in real world cadastral systems where incorrectness occurs
in order to develop a formal model the paper uses the transfer of ownership of a parcel between two persons as minimal case study
the foundation for the formalization is a modern version of the situation calculus
the focus moves from the analysis of the cadastre to the preparation of a conceptual and a formalized model and the implementation of a prototype"
